"vaccine_uptake","v1_transmission_effectiveness","v2_transmission_effectiveness","strategy","relax_triggers","day","new_cases"
90,90,90,"Tight Suppression","Yes",196,222
60,50,50,"Loose Suppression","Yes",196,217
75,50,50,"Loose Suppression","Yes",196,220
90,50,50,"Loose Suppression","Yes",196,228
60,75,50,"Loose Suppression","Yes",196,227
75,75,50,"Loose Suppression","Yes",196,232
90,75,50,"Loose Suppression","Yes",196,239
60,90,50,"Loose Suppression","Yes",196,244
75,90,50,"Loose Suppression","Yes",196,245
90,90,50,"Loose Suppression","Yes",196,241
60,50,75,"Loose Suppression","Yes",196,243
75,50,75,"Loose Suppression","Yes",196,241
90,50,75,"Loose Suppression","Yes",196,234
60,75,75,"Loose Suppression","Yes",196,232
75,75,75,"Loose Suppression","Yes",196,234
90,75,75,"Loose Suppression","Yes",196,240
60,90,75,"Loose Suppression","Yes",196,240
75,90,75,"Loose Suppression","Yes",196,246
90,90,75,"Loose Suppression","Yes",196,243
60,50,90,"Loose Suppression","Yes",196,231
75,50,90,"Loose Suppression","Yes",196,230
90,50,90,"Loose Suppression","Yes",196,231
60,75,90,"Loose Suppression","Yes",196,234
75,75,90,"Loose Suppression","Yes",196,226
90,75,90,"Loose Suppression","Yes",196,225
60,90,90,"Loose Suppression","Yes",196,226
75,90,90,"Loose Suppression","Yes",196,234
90,90,90,"Loose Suppression","Yes",196,239
60,50,50,"Aggressive Elimination","No",196,238
75,50,50,"Aggressive Elimination","No",196,236
90,50,50,"Aggressive Elimination","No",196,239
60,75,50,"Aggressive Elimination","No",196,240
75,75,50,"Aggressive Elimination","No",196,242
90,75,50,"Aggressive Elimination","No",196,239
60,90,50,"Aggressive Elimination","No",196,243
75,90,50,"Aggressive Elimination","No",196,250
90,90,50,"Aggressive Elimination","No",196,253
60,50,75,"Aggressive Elimination","No",196,247
75,50,75,"Aggressive Elimination","No",196,253
90,50,75,"Aggressive Elimination","No",196,256
60,75,75,"Aggressive Elimination","No",196,246
75,75,75,"Aggressive Elimination","No",196,246
90,75,75,"Aggressive Elimination","No",196,239
60,90,75,"Aggressive Elimination","No",196,234
75,90,75,"Aggressive Elimination","No",196,235
90,90,75,"Aggressive Elimination","No",196,221
60,50,90,"Aggressive Elimination","No",196,214
75,50,90,"Aggressive Elimination","No",196,203
90,50,90,"Aggressive Elimination","No",196,203
60,75,90,"Aggressive Elimination","No",196,202
75,75,90,"Aggressive Elimination","No",196,199
90,75,90,"Aggressive Elimination","No",196,210
60,90,90,"Aggressive Elimination","No",196,208
75,90,90,"Aggressive Elimination","No",196,205
90,90,90,"Aggressive Elimination","No",196,213
60,50,50,"Moderate Elimination","No",196,211
75,50,50,"Moderate Elimination","No",196,207
90,50,50,"Moderate Elimination","No",196,217
60,75,50,"Moderate Elimination","No",196,215
75,75,50,"Moderate Elimination","No",196,209
90,75,50,"Moderate Elimination","No",196,214
60,90,50,"Moderate Elimination","No",196,216
75,90,50,"Moderate Elimination","No",196,216
90,90,50,"Moderate Elimination","No",196,209
60,50,75,"Moderate Elimination","No",196,207
75,50,75,"Moderate Elimination","No",196,204
90,50,75,"Moderate Elimination","No",196,204
60,75,75,"Moderate Elimination","No",196,206
75,75,75,"Moderate Elimination","No",196,195
90,75,75,"Moderate Elimination","No",196,200
60,90,75,"Moderate Elimination","No",196,202
75,90,75,"Moderate Elimination","No",196,200
90,90,75,"Moderate Elimination","No",196,198
60,50,90,"Moderate Elimination","No",196,196
75,50,90,"Moderate Elimination","No",196,203
90,50,90,"Moderate Elimination","No",196,200
60,75,90,"Moderate Elimination","No",196,207
75,75,90,"Moderate Elimination","No",196,205
90,75,90,"Moderate Elimination","No",196,198
60,90,90,"Moderate Elimination","No",196,203
75,90,90,"Moderate Elimination","No",196,203
90,90,90,"Moderate Elimination","No",196,201
60,50,50,"Tight Suppression","No",196,203
75,50,50,"Tight Suppression","No",196,202
90,50,50,"Tight Suppression","No",196,198
60,75,50,"Tight Suppression","No",196,197
75,75,50,"Tight Suppression","No",196,202
90,75,50,"Tight Suppression","No",196,201
60,90,50,"Tight Suppression","No",196,201
75,90,50,"Tight Suppression","No",196,198
90,90,50,"Tight Suppression","No",196,194
60,50,75,"Tight Suppression","No",196,196
75,50,75,"Tight Suppression","No",196,202
90,50,75,"Tight Suppression","No",196,196
60,75,75,"Tight Suppression","No",196,202
75,75,75,"Tight Suppression","No",196,196
90,75,75,"Tight Suppression","No",196,194
60,90,75,"Tight Suppression","No",196,201
75,90,75,"Tight Suppression","No",196,202
90,90,75,"Tight Suppression","No",196,199
60,50,90,"Tight Suppression","No",196,206
75,50,90,"Tight Suppression","No",196,210
90,50,90,"Tight Suppression","No",196,213
60,75,90,"Tight Suppression","No",196,213
75,75,90,"Tight Suppression","No",196,222
90,75,90,"Tight Suppression","No",196,227
60,90,90,"Tight Suppression","No",196,228
75,90,90,"Tight Suppression","No",196,231
90,90,90,"Tight Suppression","No",196,226
60,50,50,"Loose Suppression","No",196,224
75,50,50,"Loose Suppression","No",196,232
90,50,50,"Loose Suppression","No",196,238
60,75,50,"Loose Suppression","No",196,236
75,75,50,"Loose Suppression","No",196,245
90,75,50,"Loose Suppression","No",196,243
60,90,50,"Loose Suppression","No",196,247
75,90,50,"Loose Suppression","No",196,247
90,90,50,"Loose Suppression","No",196,247
60,50,75,"Loose Suppression","No",196,245
75,50,75,"Loose Suppression","No",196,243
90,50,75,"Loose Suppression","No",196,251
60,75,75,"Loose Suppression","No",196,248
75,75,75,"Loose Suppression","No",196,246
90,75,75,"Loose Suppression","No",196,250
60,90,75,"Loose Suppression","No",196,246
75,90,75,"Loose Suppression","No",196,244
90,90,75,"Loose Suppression","No",196,253
60,50,90,"Loose Suppression","No",196,253
75,50,90,"Loose Suppression","No",196,249
90,50,90,"Loose Suppression","No",196,252
60,75,90,"Loose Suppression","No",196,262
75,75,90,"Loose Suppression","No",196,267
90,75,90,"Loose Suppression","No",196,264
60,90,90,"Loose Suppression","No",196,276
75,90,90,"Loose Suppression","No",196,271
90,90,90,"Loose Suppression","No",196,278
60,50,50,"Aggressive Elimination","Yes",197,280
75,50,50,"Aggressive Elimination","Yes",197,279
90,50,50,"Aggressive Elimination","Yes",197,287
60,75,50,"Aggressive Elimination","Yes",197,288
75,75,50,"Aggressive Elimination","Yes",197,283
90,75,50,"Aggressive Elimination","Yes",197,285
60,90,50,"Aggressive Elimination","Yes",197,292
75,90,50,"Aggressive Elimination","Yes",197,291
90,90,50,"Aggressive Elimination","Yes",197,291
60,50,75,"Aggressive Elimination","Yes",197,287
75,50,75,"Aggressive Elimination","Yes",197,289
90,50,75,"Aggressive Elimination","Yes",197,293
60,75,75,"Aggressive Elimination","Yes",197,289
75,75,75,"Aggressive Elimination","Yes",197,288
90,75,75,"Aggressive Elimination","Yes",197,293
60,90,75,"Aggressive Elimination","Yes",197,296
75,90,75,"Aggressive Elimination","Yes",197,299
90,90,75,"Aggressive Elimination","Yes",197,309
60,50,90,"Aggressive Elimination","Yes",197,313
75,50,90,"Aggressive Elimination","Yes",197,316
90,50,90,"Aggressive Elimination","Yes",197,311
60,75,90,"Aggressive Elimination","Yes",197,313
75,75,90,"Aggressive Elimination","Yes",197,316
90,75,90,"Aggressive Elimination","Yes",197,324
60,90,90,"Aggressive Elimination","Yes",197,327
75,90,90,"Aggressive Elimination","Yes",197,325
90,90,90,"Aggressive Elimination","Yes",197,332
60,50,50,"Moderate Elimination","Yes",197,331
75,50,50,"Moderate Elimination","Yes",197,331
90,50,50,"Moderate Elimination","Yes",197,330
60,75,50,"Moderate Elimination","Yes",197,320
75,75,50,"Moderate Elimination","Yes",197,320
90,75,50,"Moderate Elimination","Yes",197,320
60,90,50,"Moderate Elimination","Yes",197,317
75,90,50,"Moderate Elimination","Yes",197,309
90,90,50,"Moderate Elimination","Yes",197,322
60,50,75,"Moderate Elimination","Yes",197,322
75,50,75,"Moderate Elimination","Yes",197,316
90,50,75,"Moderate Elimination","Yes",197,317
60,75,75,"Moderate Elimination","Yes",197,321
75,75,75,"Moderate Elimination","Yes",197,331
90,75,75,"Moderate Elimination","Yes",197,339
60,90,75,"Moderate Elimination","Yes",197,338
75,90,75,"Moderate Elimination","Yes",197,341
90,90,75,"Moderate Elimination","Yes",197,341
60,50,90,"Moderate Elimination","Yes",197,348
75,50,90,"Moderate Elimination","Yes",197,347
90,50,90,"Moderate Elimination","Yes",197,343
60,75,90,"Moderate Elimination","Yes",197,344
75,75,90,"Moderate Elimination","Yes",197,340
90,75,90,"Moderate Elimination","Yes",197,343
60,90,90,"Moderate Elimination","Yes",197,334
75,90,90,"Moderate Elimination","Yes",197,342
90,90,90,"Moderate Elimination","Yes",197,341
60,50,50,"Tight Suppression","Yes",197,346
75,50,50,"Tight Suppression","Yes",197,345
90,50,50,"Tight Suppression","Yes",197,345
60,75,50,"Tight Suppression","Yes",197,343
75,75,50,"Tight Suppression","Yes",197,346
90,75,50,"Tight Suppression","Yes",197,348
60,90,50,"Tight Suppression","Yes",197,350
75,90,50,"Tight Suppression","Yes",197,342
90,90,50,"Tight Suppression","Yes",197,332
60,50,75,"Tight Suppression","Yes",197,325
75,50,75,"Tight Suppression","Yes",197,326
90,50,75,"Tight Suppression","Yes",197,324
60,75,75,"Tight Suppression","Yes",197,314
75,75,75,"Tight Suppression","Yes",197,307
90,75,75,"Tight Suppression","Yes",197,305
60,90,75,"Tight Suppression","Yes",197,311
75,90,75,"Tight Suppression","Yes",197,310
90,90,75,"Tight Suppression","Yes",197,307
60,50,90,"Tight Suppression","Yes",197,306
75,50,90,"Tight Suppression","Yes",197,300
90,50,90,"Tight Suppression","Yes",197,298
60,75,90,"Tight Suppression","Yes",197,306
75,75,90,"Tight Suppression","Yes",197,302
90,75,90,"Tight Suppression","Yes",197,294
60,90,90,"Tight Suppression","Yes",197,289
75,90,90,"Tight Suppression","Yes",197,293
90,90,90,"Tight Suppression","Yes",197,294
60,50,50,"Loose Suppression","Yes",197,303
75,50,50,"Loose Suppression","Yes",197,300
90,50,50,"Loose Suppression","Yes",197,295
60,75,50,"Loose Suppression","Yes",197,292
75,75,50,"Loose Suppression","Yes",197,292
90,75,50,"Loose Suppression","Yes",197,295
60,90,50,"Loose Suppression","Yes",197,294
75,90,50,"Loose Suppression","Yes",197,292
90,90,50,"Loose Suppression","Yes",197,290
60,50,75,"Loose Suppression","Yes",197,297
75,50,75,"Loose Suppression","Yes",197,302
90,50,75,"Loose Suppression","Yes",197,303
60,75,75,"Loose Suppression","Yes",197,309
75,75,75,"Loose Suppression","Yes",197,309
90,75,75,"Loose Suppression","Yes",197,305
60,90,75,"Loose Suppression","Yes",197,302
75,90,75,"Loose Suppression","Yes",197,303
90,90,75,"Loose Suppression","Yes",197,297
60,50,90,"Loose Suppression","Yes",197,295
75,50,90,"Loose Suppression","Yes",197,300
90,50,90,"Loose Suppression","Yes",197,306
60,75,90,"Loose Suppression","Yes",197,308
75,75,90,"Loose Suppression","Yes",197,298
90,75,90,"Loose Suppression","Yes",197,303
60,90,90,"Loose Suppression","Yes",197,301
75,90,90,"Loose Suppression","Yes",197,303
90,90,90,"Loose Suppression","Yes",197,305
60,50,50,"Aggressive Elimination","No",197,305
75,50,50,"Aggressive Elimination","No",197,304
90,50,50,"Aggressive Elimination","No",197,303
60,75,50,"Aggressive Elimination","No",197,306
75,75,50,"Aggressive Elimination","No",197,305
90,75,50,"Aggressive Elimination","No",197,304
60,90,50,"Aggressive Elimination","No",197,303
75,90,50,"Aggressive Elimination","No",197,306
90,90,50,"Aggressive Elimination","No",197,296
60,50,75,"Aggressive Elimination","No",197,298
75,50,75,"Aggressive Elimination","No",197,299
90,50,75,"Aggressive Elimination","No",197,296
60,75,75,"Aggressive Elimination","No",197,303
75,75,75,"Aggressive Elimination","No",197,304
90,75,75,"Aggressive Elimination","No",197,305
60,90,75,"Aggressive Elimination","No",197,309
75,90,75,"Aggressive Elimination","No",197,315
90,90,75,"Aggressive Elimination","No",197,315
60,50,90,"Aggressive Elimination","No",197,311
75,50,90,"Aggressive Elimination","No",197,316
90,50,90,"Aggressive Elimination","No",197,309
60,75,90,"Aggressive Elimination","No",197,324
75,75,90,"Aggressive Elimination","No",197,332
90,75,90,"Aggressive Elimination","No",197,327
60,90,90,"Aggressive Elimination","No",197,323
75,90,90,"Aggressive Elimination","No",197,320
90,90,90,"Aggressive Elimination","No",197,312
60,50,50,"Moderate Elimination","No",197,310
75,50,50,"Moderate Elimination","No",197,304
90,50,50,"Moderate Elimination","No",197,305
60,75,50,"Moderate Elimination","No",197,304
75,75,50,"Moderate Elimination","No",197,312
90,75,50,"Moderate Elimination","No",197,312
60,90,50,"Moderate Elimination","No",197,313
75,90,50,"Moderate Elimination","No",197,309
90,90,50,"Moderate Elimination","No",197,309
60,50,75,"Moderate Elimination","No",197,315
75,50,75,"Moderate Elimination","No",197,321
90,50,75,"Moderate Elimination","No",197,323
60,75,75,"Moderate Elimination","No",197,324
75,75,75,"Moderate Elimination","No",197,319
90,75,75,"Moderate Elimination","No",197,321
60,90,75,"Moderate Elimination","No",197,328
75,90,75,"Moderate Elimination","No",197,316
90,90,75,"Moderate Elimination","No",197,322
60,50,90,"Moderate Elimination","No",197,319
75,50,90,"Moderate Elimination","No",197,326
90,50,90,"Moderate Elimination","No",197,325
60,75,90,"Moderate Elimination","No",197,328
75,75,90,"Moderate Elimination","No",197,328
90,75,90,"Moderate Elimination","No",197,330
60,90,90,"Moderate Elimination","No",197,330
75,90,90,"Moderate Elimination","No",197,324
90,90,90,"Moderate Elimination","No",197,328
60,50,50,"Tight Suppression","No",197,334
75,50,50,"Tight Suppression","No",197,343
90,50,50,"Tight Suppression","No",197,335
60,75,50,"Tight Suppression","No",197,343
75,75,50,"Tight Suppression","No",197,340
90,75,50,"Tight Suppression","No",197,347
60,90,50,"Tight Suppression","No",197,349
75,90,50,"Tight Suppression","No",197,352
90,90,50,"Tight Suppression","No",197,355
60,50,75,"Tight Suppression","No",197,362
75,50,75,"Tight Suppression","No",197,372
90,50,75,"Tight Suppression","No",197,375
60,75,75,"Tight Suppression","No",197,379
75,75,75,"Tight Suppression","No",197,371
90,75,75,"Tight Suppression","No",197,364
60,90,75,"Tight Suppression","No",197,367
75,90,75,"Tight Suppression","No",197,362
90,90,75,"Tight Suppression","No",197,362
60,50,90,"Tight Suppression","No",197,365
75,50,90,"Tight Suppression","No",197,367
90,50,90,"Tight Suppression","No",197,369
60,75,90,"Tight Suppression","No",197,370
75,75,90,"Tight Suppression","No",197,373
90,75,90,"Tight Suppression","No",197,373
60,90,90,"Tight Suppression","No",197,376
75,90,90,"Tight Suppression","No",197,379
90,90,90,"Tight Suppression","No",197,381
60,50,50,"Loose Suppression","No",197,376
75,50,50,"Loose Suppression","No",197,388
90,50,50,"Loose Suppression","No",197,393
60,75,50,"Loose Suppression","No",197,392
75,75,50,"Loose Suppression","No",197,395
90,75,50,"Loose Suppression","No",197,401
60,90,50,"Loose Suppression","No",197,395
75,90,50,"Loose Suppression","No",197,394
90,90,50,"Loose Suppression","No",197,394
60,50,75,"Loose Suppression","No",197,391
75,50,75,"Loose Suppression","No",197,395
90,50,75,"Loose Suppression","No",197,392
60,75,75,"Loose Suppression","No",197,395
75,75,75,"Loose Suppression","No",197,401
90,75,75,"Loose Suppression","No",197,397
60,90,75,"Loose Suppression","No",197,400
75,90,75,"Loose Suppression","No",197,400
90,90,75,"Loose Suppression","No",197,399
60,50,90,"Loose Suppression","No",197,396
75,50,90,"Loose Suppression","No",197,397
90,50,90,"Loose Suppression","No",197,399
60,75,90,"Loose Suppression","No",197,394
75,75,90,"Loose Suppression","No",197,387
90,75,90,"Loose Suppression","No",197,381
60,90,90,"Loose Suppression","No",197,383
75,90,90,"Loose Suppression","No",197,388
90,90,90,"Loose Suppression","No",197,398
60,50,50,"Aggressive Elimination","Yes",198,394
75,50,50,"Aggressive Elimination","Yes",198,389
90,50,50,"Aggressive Elimination","Yes",198,382
60,75,50,"Aggressive Elimination","Yes",198,378
75,75,50,"Aggressive Elimination","Yes",198,387
90,75,50,"Aggressive Elimination","Yes",198,393
60,90,50,"Aggressive Elimination","Yes",198,390
75,90,50,"Aggressive Elimination","Yes",198,396
90,90,50,"Aggressive Elimination","Yes",198,389
60,50,75,"Aggressive Elimination","Yes",198,388
75,50,75,"Aggressive Elimination","Yes",198,385
90,50,75,"Aggressive Elimination","Yes",198,392
60,75,75,"Aggressive Elimination","Yes",198,398
75,75,75,"Aggressive Elimination","Yes",198,392
90,75,75,"Aggressive Elimination","Yes",198,392
60,90,75,"Aggressive Elimination","Yes",198,392
75,90,75,"Aggressive Elimination","Yes",198,389
90,90,75,"Aggressive Elimination","Yes",198,384
60,50,90,"Aggressive Elimination","Yes",198,390
75,50,90,"Aggressive Elimination","Yes",198,389
90,50,90,"Aggressive Elimination","Yes",198,395
60,75,90,"Aggressive Elimination","Yes",198,399
75,75,90,"Aggressive Elimination","Yes",198,407
90,75,90,"Aggressive Elimination","Yes",198,409
60,90,90,"Aggressive Elimination","Yes",198,416
75,90,90,"Aggressive Elimination","Yes",198,409
90,90,90,"Aggressive Elimination","Yes",198,409
60,50,50,"Moderate Elimination","Yes",198,403
75,50,50,"Moderate Elimination","Yes",198,405
90,50,50,"Moderate Elimination","Yes",198,405
60,75,50,"Moderate Elimination","Yes",198,406
75,75,50,"Moderate Elimination","Yes",198,404
90,75,50,"Moderate Elimination","Yes",198,397
60,90,50,"Moderate Elimination","Yes",198,400
75,90,50,"Moderate Elimination","Yes",198,398
90,90,50,"Moderate Elimination","Yes",198,402
60,50,75,"Moderate Elimination","Yes",198,390
75,50,75,"Moderate Elimination","Yes",198,388
90,50,75,"Moderate Elimination","Yes",198,389
60,75,75,"Moderate Elimination","Yes",198,385
75,75,75,"Moderate Elimination","Yes",198,383
90,75,75,"Moderate Elimination","Yes",198,373
60,90,75,"Moderate Elimination","Yes",198,373
75,90,75,"Moderate Elimination","Yes",198,377
90,90,75,"Moderate Elimination","Yes",198,376
60,50,90,"Moderate Elimination","Yes",198,367
